,hotel_name,nationality,rating,review_text,sentiment_score,sentiment
19591,The Plaza Hotel Antwerp,Belgium,5.0,seam one thing book get side different staff nice friendly even change another one,0.7184,Positive
19592,Motel One Brussels,Morocco,9.2,bit small since lot luggage phone call reception location perfect take walk go mall grand place map give u really helpful clean comfortable clean bathroom,0.9602,Positive
19593,Citadines Sainte Catherine Brussels,Indonesia,9.6,minor affect stay read bad luckily experience anything near bad maybe lucky drove van could get parking spot van big however easily many public parking around tea coffee provide lobby buy tea coffee want go lobby get go back staff super friendly helpful people book studio apartment bed sofa bed standard bed upon give u standard instead lucky empty standard staff really kind u book breakfast able cook make breakfast easily kitchen everything need,0.9583,Positive
19594,"Radisson Blu Hotel, Bruges",United Kingdom,8.8,delay get wasnt clean check get locality great room spacious,0.1386,Neutral
19595,Hotel Made In Louise,United States,10.0,great staff clean comfortable,0.8779,Positive
19596,nhow Brussels Bloom,Brazil,2.9,staff lose free breakfast told charge bad hotel,-0.4404,Neutral
19597,Renaissance Brussels Hotel,United Kingdom,9.2,friendly staff decent gym pool,0.4939,Neutral
19600,Hotel Old Tom,Australia,9.6,service downstairs excellent location even ideal high standard,0.7964,Positive
19601,B&B La Porte Cochère,United Kingdom,10.0,nothing come mind except weather bit unsettled breakfast superb especially worthy award home make interest history lecture explain carve grandfather,0.9148,Positive
19602,Violet Suites,Belgium,10.0,nothing friendly good location nice stay sure back,0.017,Neutral
19603,Hotel Van Eyck,Netherlands,9.6,beautiful great service,0.8402,Positive
19604,Albert Molière,United Kingdom,10.0,nice free parking inside garage clean good location front property tram station breakfast nice delicious,0.9531,Positive
19606,Begijnhof Hotel,Sweden,5.8,restaurant location,0.0,Neutral
19607,Hotel 't Putje,Belgium,9.0,maybe bed soft prefer firm cleaning great,0.6249,Positive
19608,The Plaza Hotel Antwerp,Belgium,10.0,small comment could well sound insulation could people conversation corridor people walk big spacious well finish big shower space work comfy bed closet area separate toilet important u,0.6124,Positive
19609,Motel One Brussels,France,8.3,problem check payment seem already train system fill take half hour check great environment super clean comfortable good breakfast,0.9349,Positive
19610,Citadines Sainte Catherine Brussels,United Kingdom,8.8,bathroom stale smell bed comfortable superb location minute walk city station within front door,0.8126,Positive
19611,"Radisson Blu Hotel, Bruges",Cyprus,9.2,bit far center car difficult find parking center big comfortable big breakfast good,0.5719,Positive
19612,Hotel Made In Louise,Belgium,10.0,location calm residential still close everything friendly helpful staff beautiful breakfast nice choice gluten free,0.9538,Positive
19613,nhow Brussels Bloom,United Kingdom,10.0,parking difficult find especially come busy city could see parking sign nice modern design easy access city walk reception staff welcome nice touch complementary coffee lobby,0.8442,Positive
19614,Renaissance Brussels Hotel,Ireland,9.2,really sauna pool also front desk supervisor extremely nice issue book u solve busy front desk great around staff member time u also phone suppose manager sure breakfast nice also,0.9244,Positive
19617,Hotel Old Tom,Australia,5.4,old run tiny third floor rickety get tiny work bathroom tiny dreadful sort window budget basic old place staff helpful pleasant location excellent right main square town parking available square outside separately expensive,0.7845,Positive
19618,B&B La Porte Cochère,United Kingdom,10.0,fabulous best stayed far,0.8225,Positive
19619,Violet Suites,Belgium,10.0,brand new accommodation decorate taste love beautiful comfortable bed good coffee friendly host walk distance old center opposite perfect location,0.969,Positive
19620,Hotel Van Eyck,Spain,9.6,keep standard good breakfast nice clean comfortable excellent staff,0.9371,Positive
19621,Albert Molière,United Kingdom,9.0,decide one next door slide pocket private wall instead time could hear next door creak always feature old style property contemporary traditional harmonious way staff friendly spoke fluently car parking safe adjacent breakfast delicious kept u go day,0.9153,Positive
19623,Begijnhof Hotel,United Kingdom,10.0,restaurant gather court case brought university stop competition restaurant next door course shut stay close well comfortable,0.4939,Neutral
19624,Hotel 't Putje,Spain,7.0,give back money key,0.0,Neutral
19625,The Plaza Hotel Antwerp,United Kingdom,10.0,lovely bed comfy come surgery rest couple day staff enough friend really leave absolutely fantastic kind,0.9365,Positive
19626,Motel One Brussels,Sweden,7.5,iron iron water spray central good location nice quiet,0.6908,Positive
19627,Citadines Sainte Catherine Brussels,Ireland,7.9,bathroom clean cold arrival make feel even colder location good small square nice close city center,0.8126,Positive
19628,"Radisson Blu Hotel, Bruges",Australia,8.3,plenty choice breakfast hot cold however anything hot go cold quickly hit cold need plate warmer would handy staff seat every morning breakfast full people left look end help lot look table four even someone ask could share table three u forethought busy accommodate breakfast seat left return go downstairs drink return saw please make card remove assume ready however upon enter case bed still make decide give another upon return still whole day still time rest get already try three time enter wait since say five end wait hall finally another ready unfortunately soap take inconvenience last night let pas understand peak time might happen potential service u would day little differently make return later time newly built quite modern good business right next station public transport ate restaurant first night menu limited disappointed steak do perfection meal delicious breakfast great variety value money family spacious modern clean handy beside bed phone plentiful board great parking literally outside front door cheap remember validate parking ticket check three night parking cost u approximately minute walk take little longer chose walk park would recommend stay,0.9854,Positive
19629,Hotel Made In Louise,United States,10.0,everything wonderful location,0.5719,Positive
19630,nhow Brussels Bloom,Netherlands,10.0,small could use renewal carpet furniture old worn convenient location good breakfast friendly staff nice decoration,0.7717,Positive
19631,Renaissance Brussels Hotel,Switzerland,7.0,book reserve room garden side past experience knew would quiet receive confirmation even register reservation room street could rest morning noise start early past fully satisfied time experience disappoint still staff reception kind,0.5849,Positive
19634,Hotel Old Tom,United Kingdom,5.0,lack information person morning breakfast available one ask anything could even get cup coffee facility either could leave depart service expensive quality service location,-0.3612,Neutral
19635,B&B La Porte Cochère,Netherlands,10.0,reception friendly good information nice beer good company big clean nice location central beautiful house friendly know lot history salient western front breakfast joy bed nice,0.985,Positive
19636,Violet Suites,United Kingdom,10.0,location good exceptionally spacious warmly give helpful advice abut eat,0.8261,Positive
19637,Hotel Van Eyck,United Kingdom,10.0,nice clean friendly staff perfect location good breakfast,0.936,Positive
19638,Albert Molière,Austria,8.0,sadly really bad staff experience put otherwise amaze stay bad light morning met first staff member weve check spoke without word language really angry harsh speak quite rude u unpleasantly would leave original check time clock clean next guest simple gorgeous amaze lovely combination modern bathroom via mail super easy convenient everything well organize parking space super close perfect find park,0.9398,Positive
19640,Begijnhof Hotel,Belgium,10.0,freshness quality small bar need bit salad,0.0,Neutral
19641,Hotel 't Putje,Belgium,7.0,nothing really bed much soft supportive shower screen curtain bath great value money location size free coffee lounge morning,0.9001,Positive
19642,The Plaza Hotel Antwerp,United Kingdom,5.0,take floor drag around early morning spoilt chance peaceful sleep room nice excellent bed reception good,0.9136,Positive
19643,Motel One Brussels,Croatia,9.6,nothing complain v several time good continue keep good work,0.7851,Positive
19644,Citadines Sainte Catherine Brussels,Philippines,9.5,friendly staff spacious convenient location,0.4939,Neutral
19645,"Radisson Blu Hotel, Bruges",United Kingdom,10.0,location excellent new clean everything could need helpful staff comfortable huge bed amaze breakfast,0.9538,Positive
19646,Hotel Made In Louise,United Kingdom,9.2,quite small nice relax good terrace outside,0.8459,Positive
19647,nhow Brussels Bloom,United Kingdom,10.0,none location breakfast,0.0,Neutral
19648,Renaissance Brussels Hotel,Germany,7.5,problem swim pool could use time sauna like equipment awesome bed cozy overall comfortable like previous stay staff helpful spoke many different,0.91,Positive
19651,Hotel Old Tom,United Kingdom,5.4,staircase extremely steep loose handrail breakfast poor price especially next door,-0.6887,Negative
19652,B&B La Porte Cochère,United Kingdom,10.0,quality friendly professional,0.4939,Neutral
19654,Hotel Van Eyck,Belgium,9.2,toilet stain clean good comfortable room,0.836,Positive
19655,Albert Molière,United Kingdom,10.0,breakfast staff member speak communication bit limited praise enough nice comfortable big size bed location superb importantly great host give clear regard parking helpful throughout stay,0.9741,Positive
19657,Begijnhof Hotel,United Kingdom,10.0,beautiful excellent location clean friendly staff,0.926,Positive
19658,Hotel 't Putje,Chile,7.0,cigarette smell room bit small noise hallway early morning nice bed super friendly staff well covid option use,0.9001,Positive
19659,The Plaza Hotel Antwerp,United Kingdom,10.0,nice staff lovely stay,0.765,Positive
19660,Motel One Brussels,Portugal,9.2,decoration exactly show staff super friendly helpful breakfast super complete organize clean,0.9477,Positive
